stat_id,word,freq.,cap_lower,cap_upper,cap_title,cap_other
1984,tragedy,1,1,0,0,0
1985,create,24,24,0,0,0
1986,fundamental,5,4,0,1,0
1987,combine,14,12,0,2,0
1988,storytelling,1,1,0,0,0
1989,storybook,1,1,0,0,0
1990,worthy,4,4,0,0,0
1991,successor,2,2,0,0,0
1992,peace,8,6,1,1,0
1993,classic,6,6,0,0,0
1994,Parliamentary,3,0,0,3,0
1995,cases,1,0,0,1,0
1996,summary,2,0,0,2,0
1997,investigation,14,12,0,2,0
1998,Rural,14,0,2,12,0
1999,Development,26,0,1,25,0
2000,Commission,55,0,2,53,0
2001,Commissioner,3,0,0,3,0
2002,Administration,2,0,0,2,0
2003,selected,5,3,0,2,0
2004,No,17,0,0,17,0
2005,redundant,3,3,0,0,0
2006,grant,11,11,0,0,0
2007,Business,25,0,1,24,0
2008,adviser,7,6,0,1,0
2009,RDC,8,0,8,0,0
2010,formal,4,4,0,0,0
2011,convert,4,4,0,0,0
2012,derelict,1,1,0,0,0
2013,Hm,1,0,1,0,0
2014,reject,8,8,0,0,0
2015,principally,1,1,0,0,0
2016,agency,6,6,0,0,0
2017,reimbursement,1,1,0,0,0
2018,apologise,1,1,0,0,0
2019,intervention,3,3,0,0,0
2020,architect,2,2,0,0,0
2021,consultancy,5,4,0,1,0
2022,prompt,3,3,0,0,0
2023,unreasonable,1,1,0,0,0
2024,account,14,14,0,0,0
2025,undertake,15,15,0,0,0
2026,literature,9,9,0,0,0
2027,guidance,15,15,0,0,0
2028,Information,19,0,1,18,0
2029,excellent,17,15,0,2,0
2030,communication,10,10,0,0,0
2031,air,10,10,0,0,0
2032,rail,3,3,0,0,0
2033,airport,4,4,0,0,0
2034,Birmingham,6,0,0,6,0
2035,City,12,0,0,12,0
2036,engage,10,10,0,0,0
2037,sustainable,9,6,0,3,0
2038,green,22,17,0,5,0
2039,pleasant,6,6,0,0,0
2040,Go,2,0,0,2,0
2041,On-line,1,0,0,0,1
2042,Government,19,0,1,18,0
2043,Office,32,0,0,32,0
2044,Network,12,0,0,12,0
2045,Project,11,0,0,11,0
2046,Travel,5,0,0,5,0
2047,Chamber,2,0,0,2,0
2048,Entertainment,4,0,0,4,0
2049,population,16,16,0,0,0
2050,reflect,13,13,0,0,0
2051,covered,1,1,0,0,0
2052,area,77,76,0,1,0
2053,wide,31,31,0,0,0
2054,choice,20,20,0,0,0
2055,youthful,2,2,0,0,0
2056,social,33,33,0,0,0
2057,leisure,14,13,0,1,0
2058,continental,2,2,0,0,0
2059,lively,5,5,0,0,0
2060,wealth,8,8,0,0,0
2061,Italian,10,0,0,10,0
2062,Mexican,13,0,0,13,0
2063,Chinese,6,0,0,6,0
2064,Creole,1,0,0,1,0
2065,Arabic,1,0,0,1,0
2066,curry,1,1,0,0,0
2067,Union,6,0,0,6,0
2068,Markets,1,0,0,1,0
2069,Sport,3,0,0,3,0
2070,spectator,1,1,0,0,0
2071,sport,12,11,0,1,0
2072,cricket,2,2,0,0,0
2073,basketball,2,2,0,0,0
2074,Panthers,1,0,0,1,0
2075,cycle,3,3,0,0,0
2076,athletics,1,1,0,0,0
2077,swimming,3,3,0,0,0
2078,Tigers,1,0,0,1,0
2079,Golf,4,0,0,4,0
2080,Mixed,1,0,0,1,0
2081,Hockey,1,0,0,1,0
2082,history,40,27,0,13,0
2083,commercial,7,7,0,0,0
2084,origin,7,7,0,0,0
2085,settlement,6,6,0,0,0
2086,Roman,7,0,0,7,0
2087,Jewry,3,0,0,3,0
2088,Wall,1,0,0,1,0
2089,castle,4,4,0,0,0
2090,remnant,1,1,0,0,0
2091,wall,14,14,0,0,0
2092,Houses,2,0,0,2,0
2093,explore,11,11,0,0,0
2094,aspect,19,18,0,1,0
2095,cathedral,4,4,0,0,0
2096,medieval,3,3,0,0,0
2097,walkway,1,1,0,0,0
2098,Art,6,0,0,6,0
2099,Association,17,0,0,17,0
2100,Science,10,0,0,10,0
2101,Archaeological,2,0,0,2,0
2102,historical,12,11,0,1,0
2103,Society,8,0,0,8,0
2104,Family,6,0,0,6,0
2105,net,7,5,0,2,0
2106,Air,2,0,0,2,0
2107,Youth,1,0,0,1,0
2108,reputation,8,8,0,0,0
2109,physics,2,2,0,0,0
2110,science,7,7,0,0,0
2111,gain,19,19,0,0,0
2112,Centre,19,0,0,19,0
2113,adjacent,3,3,0,0,0
2114,border,6,6,0,0,0
2115,nature,19,19,0,0,0
2116,Botanic,1,0,0,1,0
2117,residence,4,4,0,0,0
2118,surround,10,10,0,0,0
2119,roll,6,6,0,0,0
2120,countryside,8,8,0,0,0
2121,ruin,4,4,0,0,0
2122,Grey,5,0,0,5,0
2123,ancient,8,6,0,2,0
2124,deer,1,1,0,0,0
2125,Water,1,0,0,1,0
2126,man-made,1,1,0,0,0
2127,windsurfing,2,2,0,0,0
2128,canoe,1,1,0,0,0
2129,sailing,2,2,0,0,0
2130,fishing,10,10,0,0,0
2131,bird-watching,1,1,0,0,0
2132,grasp,2,2,0,0,0
2133,visceral,1,1,0,0,0
2134,horror,3,3,0,0,0
2135,global,23,23,0,0,0
2136,experiment,4,4,0,0,0
2137,genetic,6,5,0,1,0
2138,evidence,28,25,0,3,0
2139,harm,5,5,0,0,0
2140,planting,2,2,0,0,0
2141,genetically,1,1,0,0,0
2142,modify,1,1,0,0,0
2143,crop,4,4,0,0,0
2144,article,24,23,0,1,0
2145,Free,11,0,2,9,0
2146,Registration,2,0,0,2,0
2147,Rights,2,0,0,2,0
2148,Cancer,8,0,1,7,0
2149,Manual,4,0,1,3,0
2150,Men,6,0,0,6,0
2151,publication,3,2,0,1,0
2152,manual,17,17,0,0,0
2153,cancer,23,18,0,5,0
2154,guide,25,24,0,1,0
2155,comprehensive,9,8,0,1,0
2156,male,5,5,0,0,0
2157,readership,1,1,0,0,0
2158,understand,31,29,0,2,0
2159,empower,2,2,0,0,0
2160,treatment,26,23,0,3,0
2161,education,28,26,0,2,0
2162,partnership,14,10,0,4,0
2163,broad,10,10,0,0,0
2164,partner,17,16,0,1,0
2165,pharmaceutical,7,7,0,0,0
2166,Department,30,0,0,30,0
2167,hard,116,113,0,3,0
2168,below,39,34,0,5,0
2169,split,3,3,0,0,0
2170,chapter,12,11,0,1,0
2171,PDF,4,0,4,0,0
2172,Save,4,0,0,4,0
2173,Target,2,0,0,2,0
2174,save,19,16,0,3,0
2175,computer,25,25,0,0,0
2176,Sponsors,1,0,0,1,0
2177,acknowledgement,4,3,1,0,0
2178,myth,3,2,0,1,0
2179,Chapter,10,0,0,10,0
2180,Routine,1,0,0,1,0
2181,obesity,2,1,0,1,0
2182,occupational,3,2,0,1,0
2183,prevention,3,2,0,1,0
2184,respiratory,1,1,0,0,0
2185,hydraulic,1,0,0,1,0
2186,blood,10,10,0,0,0
2187,Leukaemia,1,0,0,1,0
2188,Engine,1,0,0,1,0
2189,brain,28,28,0,0,0
2190,fuel,3,1,0,2,0
2191,exhaust,2,2,0,0,0
2192,digestive,1,1,0,0,0
2193,Bowel,1,0,0,1,0
2194,larynx,1,1,0,0,0
2195,Oesophageal,1,0,0,1,0
2196,gullet,1,1,0,0,0
2197,Pipes,1,0,0,1,0
2198,hose,2,2,0,0,0
2199,urogenital,1,1,0,0,0
2200,bladder,1,1,0,0,0
2201,penis,1,1,0,0,0
2202,prostate,1,0,0,1,0
2203,scrotal,1,0,0,1,0
2204,testicular,1,0,0,1,0
2205,Urethral,1,0,0,1,0
2206,Cruise,1,0,0,1,0
2207,endocrine,1,1,0,0,0
2208,pituitary,1,1,0,0,0
2209,thyroid,1,1,0,0,0
2210,Pancreatic,1,0,0,1,0
2211,chassis,1,0,0,1,0
2212,bodywork,1,1,0,0,0
2213,bone,2,2,0,0,0
2214,skin,6,6,0,0,0
2215,metastasis,1,1,0,0,0
2216,Malignant,1,0,0,1,0
2217,melanoma,1,1,0,0,0
2218,myeloma,1,1,0,0,0
2219,Grieving,1,0,0,1,0
2220,cope,5,4,0,1,0
2221,bereavement,1,1,0,0,0
2222,GP,2,0,1,0,1
2223,pharmacist,6,5,0,1,0
2224,Pass,3,0,1,2,0
2225,mot,1,0,1,0,0
2226,Fault,1,0,0,1,0
2227,section,38,37,0,1,0
2228,quack,1,1,0,0,0
2229,glossary,2,1,0,1,0
2230,slit,4,4,0,0,0
2231,nominal,1,1,0,0,0
2232,width,8,8,0,0,0
2233,mm,10,10,0,0,0
2234,separation,1,1,0,0,0
2235,grating,3,2,0,1,0
2236,cm,3,3,0,0,0
2237,grate,3,3,0,0,0
2238,plate,7,6,1,0,0
2239,Ideas,1,0,0,1,0
2240,artist,7,7,0,0,0
2241,References,1,0,0,1,0
2242,Biographies,1,0,0,1,0
2243,image,60,54,0,6,0
2244,Internet,22,7,0,15,0
2245,tour,4,4,0,0,0
2246,background,11,10,0,1,0
2247,photo,6,5,0,1,0
2248,poster,4,4,0,0,0
2249,virtual,3,3,0,0,0
2250,selection,10,10,0,0,0
2251,painter,1,1,0,0,0
2252,search,33,31,0,2,0
2253,painting,11,11,0,0,0
2254,database,4,4,0,0,0
2255,biography,9,9,0,0,0
2256,interpretation,4,3,0,1,0
2257,exhibition,3,2,0,1,0
2258,with,7,7,0,0,0
2259,Elder,4,0,0,4,0
2260,thumbnail,1,1,0,0,0
2261,Paintings,1,0,0,1,0
2262,religious,6,6,0,0,0
2263,Night,3,0,0,3,0
2264,slaughtered,1,0,0,1,0
2265,ox,1,0,0,1,0
2266,classical,1,1,0,0,0
2267,Turner,3,0,1,2,0
2268,Portraits,1,0,0,1,0
2269,iris,1,0,0,1,0
2270,Sunflowers,1,0,0,1,0
2271,Asylum,2,0,0,2,0
2272,Works,5,0,1,4,0
2273,Vineyards,1,0,0,1,0
2274,Fields,1,0,0,1,0
2275,cypress,1,0,0,1,0
2276,van,8,8,0,0,0
2277,Gallery,4,0,0,4,0
2278,chronology,1,1,0,0,0
2279,gallery,3,3,0,0,0
2280,bibliography,3,1,1,1,0
2281,reference,18,17,0,1,0
2282,fake,1,1,0,0,0
2283,Town,4,0,0,4,0
2284,model,13,13,0,0,0
2285,draft,5,5,0,0,0
2286,Modern,1,0,0,1,0
2287,Northeastern,1,0,0,1,0
2288,Slovakia,1,0,0,1,0
2289,overview,6,5,0,1,0
2290,Paris,1,0,0,1,0
2291,Haystacks,1,0,0,1,0
2292,readable,1,1,0,0,0
2293,worker,14,14,0,0,0
2294,contract,17,17,0,0,0
2295,European,32,0,0,32,0
2296,dismiss,1,1,0,0,0
2297,action,21,21,0,0,0
2298,pursue,3,3,0,0,0
2299,ruling,6,6,0,0,0
2300,employee,9,9,0,0,0
2301,period,30,30,0,0,0
2302,mobility,2,2,0,0,0
2303,law,24,24,0,0,0
2304,applicable,1,1,0,0,0
2305,community,47,45,0,2,0
2306,rally,5,5,0,0,0
2307,December,16,0,1,15,0
2308,female,5,5,0,0,0
2309,racer,1,1,0,0,0
2310,expert,5,5,0,0,0
2311,status,6,6,0,0,0
2312,injure,7,7,0,0,0
2313,chest,3,3,0,0,0
2314,Women,4,0,0,4,0
2315,extensive,8,8,0,0,0
2316,operation,25,24,0,1,0
2317,injury,14,14,0,0,0
2318,evaluate,5,5,0,0,0
2319,clinic,1,1,0,0,0
2320,Israel,2,0,0,2,0
2321,donation,2,2,0,0,0
2322,contribute,10,10,0,0,0
2323,hesitate,1,1,0,0,0
2324,contribution,12,11,0,1,0
2325,bank,14,14,0,0,0
2326,beneficiary,1,0,0,1,0
2327,Bank,12,0,0,12,0
2328,Account,1,0,0,1,0
2329,Code,9,0,0,9,0
2330,Charity,1,0,0,1,0
2331,auction,8,6,0,2,0
2332,equipment,9,9,0,0,0
2333,donate,12,12,0,0,0
2334,professional,22,21,0,1,0
2335,word,38,37,0,1,0
2336,encouragement,2,1,0,1,0
2337,mailbox,1,1,0,0,0
2338,officially,2,2,0,0,0
2339,species,4,4,0,0,0
2340,ongoing,4,4,0,0,0
2341,fish,9,9,0,0,0
2342,finder,1,1,0,0,0
2343,inform,19,19,0,0,0
2344,card,46,45,0,1,0
2345,entitle,2,2,0,0,0
2346,holder,2,2,0,0,0
2347,purchase,18,18,0,0,0
2348,participate,9,9,0,0,0
2349,rare,5,5,0,0,0
2350,fleet,2,2,0,0,0
2351,registration,2,2,0,0,0
2352,expiry,2,2,0,0,0
2353,tax,7,7,0,0,0
2354,log,15,15,0,0,0
2355,if,2,2,0,0,0
2356,prevent,14,14,0,0,0
2357,type,53,50,0,3,0
2358,operate,18,18,0,0,0
2359,estate,4,4,0,0,0
2360,requirement,19,19,0,0,0
2361,suitable,12,12,0,0,0
2362,MPV,1,0,1,0,0
2363,navigator,4,0,0,4,0
2364,ability,24,16,0,8,0
2365,Type,3,0,0,3,0
2366,legal,26,26,0,0,0
2367,expire,2,2,0,0,0
2368,pricing,3,3,0,0,0
2369,rate,11,10,0,1,0
2370,statement,14,13,0,1,0
2371,deduction,1,1,0,0,0
2372,flexible,7,6,1,0,0
2373,Driver,18,0,0,18,0
2374,shift,8,8,0,0,0
2375,joy,4,4,0,0,0
2376,secondly,2,0,0,2,0
2377,Long,3,0,0,3,0
2378,earning,1,1,0,0,0
2379,distribution,4,4,0,0,0
2380,distance,8,8,0,0,0
2381,allocate,3,3,0,0,0
2382,mile,13,13,0,0,0
2383,Voice,1,0,0,1,0
2384,Ping,1,0,0,1,0
2385,Clear,2,0,0,2,0
2386,Force,22,0,0,22,0
2387,penalise,1,1,0,0,0
2388,double,9,9,0,0,0
2389,sin,2,2,0,0,0
2390,instance,3,3,0,0,0
2391,pupil,11,11,0,0,0
2392,clothing,2,2,0,0,0
2393,footwear,2,1,1,0,0
2394,Schools,11,0,0,11,0
2395,Sports,2,0,0,2,0
2396,White,10,0,0,10,0
2397,embroider,2,2,0,0,0
2398,logo,3,3,0,0,0
2399,jumper,12,12,0,0,0
2400,sock,4,4,0,0,0
2401,Hats,2,0,0,2,0
2402,skirt,2,2,0,0,0
2403,tunic,1,1,0,0,0
2404,girl,9,9,0,0,0
2405,white,27,27,0,0,0
2406,stripe,1,1,0,0,0
2407,blouse,1,1,0,0,0
2408,PE,1,0,1,0,0
2409,Physical,2,0,1,1,0
2410,Education,14,0,1,13,0
2411,plimsoll,1,1,0,0,0
2412,slip,3,3,0,0,0
2413,navy,1,1,0,0,0
2414,emerald,1,1,0,0,0
2415,T-shirt,2,0,1,0,1
2416,jog,3,3,0,0,0
2417,bottom,15,15,0,0,0
2418,waterproof,3,2,0,1,0
2419,shoe,6,6,0,0,0
2420,bag,5,5,0,0,0
2421,craftwork,1,1,0,0,0
2422,overall,8,8,0,0,0
2423,sleeve,2,2,0,0,0
2424,size,23,20,0,3,0
2425,wrist,1,1,0,0,0
2426,activity,44,44,0,0,0
2427,brown,4,4,0,0,0
2428,wedge,1,1,0,0,0
2429,sandal,1,1,0,0,0
2430,toe,3,3,0,0,0
2431,trainer,2,2,0,0,0
2432,heel,1,0,0,1,0
2433,jewellery,4,3,1,0,0
2434,exception,4,4,0,0,0
2435,accident,12,12,0,0,0
2436,advise,7,7,0,0,0
2437,ear,11,11,0,0,0
2438,pierce,2,2,0,0,0
2439,session,22,22,0,0,0
2440,hygiene,1,1,0,0,0
2441,policy,41,40,0,1,0
2442,Plan,20,0,0,20,0
2443,Kids,4,0,0,4,0
2444,Support,6,0,0,6,0
2445,Group,18,0,0,18,0
2446,Teachers,1,0,0,1,0
2447,Forum,7,0,0,7,0
2448,Sign,1,0,0,1,0
2449,Arts,2,0,0,2,0
2450,difficulty,10,10,0,0,0
2451,gauge,3,3,0,0,0
2452,audience,10,7,3,0,0
2453,establish,23,22,0,1,0
2454,self-sufficient,1,1,0,0,0
2455,disabled,14,14,0,0,0
2456,foster,2,2,0,0,0
2457,training,28,28,0,0,0
2458,collaborate,3,3,0,0,0
2459,disability,4,4,0,0,0
2460,awareness,9,8,0,1,0
2461,theme,6,5,0,1,0
2462,pet,4,4,0,0,0
2463,animal,23,16,0,7,0
2464,maze,2,2,0,0,0
2465,tale,2,2,0,0,0
2466,Zion,1,0,0,1,0
2467,West,26,0,0,26,0
2468,Theatre,3,0,0,3,0
2469,excited,2,2,0,0,0
2470,Books,8,0,0,8,0
2471,letter,28,28,0,0,0
2472,numerical,3,3,0,0,0
2473,value,30,29,0,1,0
2474,compare,12,11,0,1,0
2475,noun,1,1,0,0,0
2476,analyze,1,1,0,0,0
2477,trait,2,2,0,0,0
2478,fate,1,1,0,0,0
2479,numerically,1,1,0,0,0
2480,concept,7,6,0,1,0
2481,deep,8,8,0,0,0
2482,root,10,10,0,0,0
2483,magical,1,1,0,0,0
2484,philosophy,2,2,0,0,0
2485,underpin,3,3,0,0,0
2486,macrocosm,1,1,0,0,0
2487,minutia,1,1,0,0,0
2488,microcosm,1,1,0,0,0
2489,complex,10,10,0,0,0
2490,interesting,17,17,0,0,0
2491,Taylor,1,0,0,1,0
2492,propose,23,23,0,0,0
2493,understanding,10,10,0,0,0
2494,mainstream,4,4,0,0,0
2495,scientific,12,11,0,1,0
2496,paradigm,1,1,0,0,0
2497,argue,8,8,0,0,0
2498,nonetheless,2,2,0,0,0
2499,correlation,1,1,0,0,0
2500,pattern,7,7,0,0,0
2501,study,56,53,0,3,0
2502,enthusiasm,5,5,0,0,0
2503,infectious,2,2,0,0,0
2504,endow,1,1,0,0,0
2505,wisdom,4,4,0,0,0
2506,technical,12,12,0,0,0
2507,necessary,18,18,0,0,0
2508,facilitate,3,3,0,0,0
2509,learning,5,4,0,1,0
2510,divination,1,1,0,0,0
2511,Boo,2,0,0,2,0
2512,Box,18,0,1,17,0
2513,Oxford,8,0,0,8,0
2514,Publishers,3,0,0,3,0
2515,submit,7,7,0,0,0
2516,pant,1,1,0,0,0
2517,del,7,7,0,0,0
2518,verso,1,1,0,0,0
2519,con,2,2,0,0,0
2520,lo,2,2,0,0,0
2521,allo,1,1,0,0,0
2522,ha,1,1,0,0,0
2523,la,1,1,0,0,0
2524,ma,10,1,9,0,0
2525,dice,1,1,0,0,0
2526,parole,1,1,0,0,0
2527,vita,1,1,0,0,0
2528,studio,3,3,0,0,0
2529,si,2,2,0,0,0
2530,fare,3,3,0,0,0
2531,ad,5,5,0,0,0
2532,dive,2,2,0,0,0
2533,Regno,1,0,0,1,0
2534,Italiano,1,1,0,0,0
2535,Italia,1,0,0,1,0
2536,polyvinyl,1,0,0,1,0
2537,PVC,64,0,64,0,0
2538,tonne,6,6,0,0,0
2539,annually,3,3,0,0,0
2540,fifth,3,3,0,0,0
2541,plastic,8,8,0,0,0
2542,compound,2,2,0,0,0
2543,economically,1,1,0,0,0
2544,substantial,9,9,0,0,0
2545,Western,8,0,0,8,0
2546,processing,7,7,0,0,0
2547,manufacture,8,7,0,1,0
2548,annual,18,14,0,4,0
2549,export,8,8,0,0,0
2550,controversy,2,2,0,0,0
2551,divergent,1,1,0,0,0
2552,opinion,11,10,0,1,0
2553,express,11,11,0,0,0
2554,imagine,2,2,0,0,0
2555,human,33,30,0,3,0
2556,Dutch,3,0,0,3,0
2557,MEP,6,0,6,0,0
2558,colleague,10,10,0,0,0
2559,murky,1,1,0,0,0
2560,discussion,22,21,0,1,0
2561,difficult,21,21,0,0,0
2562,confusing,2,2,0,0,0
2563,hazardous,4,4,0,0,0
2564,substance,8,8,0,0,0
2565,waste,26,25,0,1,0
2566,Member,6,0,0,6,0
2567,States,3,0,0,3,0
2568,react,3,3,0,0,0
2569,precautionary,2,2,0,0,0
2570,legislation,16,15,0,1,0
2571,additive,2,2,0,0,0
2572,measure,14,13,0,1,0
2573,vary,7,7,0,0,0
2574,trade,34,32,0,2,0
2575,consistent,1,1,0,0,0
2576,Party,12,0,0,12,0
2577,Democrats,1,0,0,1,0
2578,internal,12,12,0,0,0
2579,employment,12,12,0,0,0
2580,politics,10,10,0,0,0
2581,buzzword,1,1,0,0,0
2582,agenda,4,3,0,1,0
2583,competitiveness,10,8,0,2,0
2584,debate,22,20,0,2,0
2585,idea,32,32,0,0,0
2586,adopt,19,19,0,0,0
2587,chlorine,1,1,0,0,0
2588,Life,8,0,0,8,0
2589,Vehicles,2,0,0,2,0
2590,Directive,7,0,0,7,0
2591,grouping,2,2,0,0,0
2592,improvement,14,14,0,0,0
2593,recycling,9,9,0,0,0
2594,identify,21,21,0,0,0
2595,solve,5,5,0,0,0
2596,disposal,4,4,0,0,0
2597,Initiative,4,0,0,4,0
2598,environmental,14,14,0,0,0
2599,hazard,4,3,0,1,0
2600,alternative,24,24,0,0,0
2601,incineration,6,5,0,1,0
2602,landfill,3,3,0,0,0
2603,economics,3,3,0,0,0
2604,voluntary,18,17,0,1,0
2605,commitment,24,22,0,2,0
2606,objective,11,11,0,0,0
2607,integrated,2,2,0,0,0
2608,deliver,19,18,0,1,0
2609,cradle,3,3,0,0,0
2610,grave,2,2,0,0,0
2611,polymer,1,1,0,0,0
2612,stabiliser,3,3,0,0,0
2613,plasticiser,1,1,0,0,0
2614,transformer,1,1,0,0,0
2615,pipe,4,4,0,0,0
2616,Paper,10,0,0,10,0
2617,impetus,1,1,0,0,0
2618,initiate,4,4,0,0,0
2619,all-embracing,1,1,0,0,0
2620,document,13,12,0,1,0
2621,party,37,36,0,1,0
2622,cadmium,6,6,0,0,0
2623,solution,26,25,0,1,0
2624,stringent,3,3,0,0,0
2625,Committee,11,0,0,11,0
2626,Parliament,8,0,0,8,0
2627,emerge,4,4,0,0,0
2628,mandatory,3,3,0,0,0
2629,recycle,9,9,0,0,0
2630,strategy,13,10,0,3,0
2631,stream,6,6,0,0,0
2632,variable,4,4,0,0,0
2633,scheme,20,20,0,0,0
2634,differentiate,1,1,0,0,0
2635,framework,14,14,0,0,0
2636,scheme.,1,1,0,0,0
2637,polluter,1,1,0,0,0
2638,principle,11,11,0,0,0
2639,partly,4,4,0,0,0
2640,importance,18,17,0,1,0
2641,role,35,34,0,1,0
2642,implication,6,5,0,1,0
2643,socio-economic,1,1,0,0,0
2644,German,34,0,0,34,0
2645,Phthalates,1,0,0,1,0
2646,ep,2,0,2,0,0
2647,whip,2,2,0,0,0
2648,technological,4,4,0,0,0
2649,method,13,13,0,0,0
2650,particularly,27,27,0,0,0
2651,fund,13,11,0,2,0
2652,substitution,4,3,0,1,0
2653,comparative,2,2,0,0,0
2654,analysis,18,15,0,3,0
2655,replace,16,16,0,0,0
2656,substitute,4,4,0,0,0
2657,applications,1,1,0,0,0
2658,inclusion,4,4,0,0,0
2659,involvement,4,3,0,1,0
2660,dispersion,1,1,0,0,0
2661,penalty,3,3,0,0,0
2662,import,13,12,0,1,0
2663,disagreement,2,2,0,0,0
2664,DG,2,0,2,0,0
2665,Enterprise,3,0,0,3,0
2666,legislative,3,3,0,0,0
2667,Electronic,3,0,0,3,0
2668,Electrical,3,0,0,3,0
2669,electrical,8,7,0,1,0
2670,Cycle,1,0,0,1,0
2671,Competing,1,0,0,1,0
2672,consultation,13,13,0,0,0
2673,Ms,11,0,4,7,0
2674,demonstrate,15,15,0,0,0
2675,specific,23,23,0,0,0
2676,proportion,11,11,0,0,0
2677,toy,2,2,0,0,0
2678,childcare,1,1,0,0,0
2679,finding,10,9,0,1,0
2680,pose,6,6,0,0,0
2681,threat,15,15,0,0,0
2682,autumn,7,1,0,6,0
2683,medium,22,22,0,0,0
2684,Vinyl,8,0,0,8,0
2685,Socialist,14,0,0,14,0
2686,trust,7,7,0,0,0
2687,Manufacturers,1,0,0,1,0
2688,comply,7,7,0,0,0
2689,strict,5,5,0,0,0
2690,emission,3,3,0,0,0
2691,audit,1,1,0,0,0
2692,charter,2,2,0,0,0
2693,commit,5,5,0,0,0
2694,battery,9,9,0,0,0
2695,feasibility,3,3,0,0,0
2696,eventual,1,1,0,0,0
2697,interim,5,5,0,0,0
2698,fitting,4,4,0,0,0
2699,roofing,1,1,0,0,0
2700,flooring,1,1,0,0,0
2701,achievement,6,5,0,1,0
2702,satisfy,10,10,0,0,0
2703,politician,9,9,0,0,0
2704,agreement,14,14,0,0,0
2705,recognise,15,15,0,0,0
2706,credibility,3,3,0,0,0
2707,parliament,3,3,0,0,0
2708,Nordic,1,0,0,1,0
2709,Left,1,0,0,1,0
2710,being,7,7,0,0,0
2711,self-regulation,2,2,0,0,0
2712,legislator,1,1,0,0,0
2713,altogether,2,2,0,0,0
2714,lifespan,1,1,0,0,0
2715,quantity,2,2,0,0,0
2716,residue,2,2,0,0,0
2717,tick,5,5,0,0,0
2718,Irish,7,0,0,7,0
2719,avoid,27,19,0,8,0
2720,gate,6,6,0,0,0
2721,enforcement,4,4,0,0,0
2722,bottleneck,1,1,0,0,0
2723,statistic,1,1,0,0,0
2724,percentage,2,2,0,0,0
2725,recycled,2,2,0,0,0
2726,dishonest,1,1,0,0,0
2727,smokescreen,1,1,0,0,0
2728,tackle,10,10,0,0,0
2729,judge,6,6,0,0,0
2730,reuse,1,1,0,0,0
2731,research,42,39,0,3,0
2732,technology,15,15,0,0,0
2733,life-cycle,1,1,0,0,0
2734,assessment,14,14,0,0,0
2735,score,7,7,0,0,0
2736,considerably,2,2,0,0,0
2737,energy,21,20,0,1,0
2738,municipal,1,1,0,0,0
2739,solid,12,11,0,1,0
2740,filling,1,1,0,0,0
2741,poor,37,37,0,0,0
2742,voice,11,11,0,0,0
2743,emotional,2,2,0,0,0
2744,downright,1,1,0,0,0
2745,sensible,7,7,0,0,0
2746,political,34,34,0,0,0
2747,opponent,4,4,0,0,0
2748,mute,1,1,0,0,0
2749,criticism,7,7,0,0,0
2750,implementation,9,7,0,2,0
2751,Monitoring,2,0,0,2,0
2752,dialogue,10,10,0,0,0
2753,stakeholder,7,7,0,0,0
2754,decision-maker,1,1,0,0,0
2755,reward,3,3,0,0,0
2756,willingness,1,1,0,0,0
2757,positive,11,11,0,0,0
2758,vinyl,3,2,0,1,0
2759,chain,3,3,0,0,0
2760,unite,4,4,0,0,0
2761,voluntarily,3,3,0,0,0
2762,successful,1,1,0,0,0
2763,viable,3,3,0,0,0
2764,horizontal,2,1,0,1,0
2765,initiative,21,21,0,0,0
2766,advantage,12,12,0,0,0
2767,hindrance,1,1,0,0,0
2768,traditionally,1,1,0,0,0
2769,responsibility,13,12,0,1,0
2770,deadline,3,3,0,0,0
2771,hostile,2,2,0,0,0
2772,Liberal,3,0,0,3,0
2773,Politics,3,0,0,3,0
2774,diagnose,3,3,0,0,0
2775,remedy,4,4,0,0,0
2776,would,11,11,0,0,0
2777,crippling,1,1,0,0,0
2778,releases,1,0,0,1,0
2779,exclusive,3,3,0,0,0
2780,Scottish,23,0,0,23,0
2781,department,6,6,0,0,0
2782,withdraw,8,8,0,0,0
2783,fur,11,11,0,0,0
2784,hamster,5,5,0,0,0
2785,advocate,11,2,0,9,0
2786,news,14,12,0,2,0
2787,acknowledge,2,2,0,0,0
2788,protest,4,4,0,0,0
2789,orchestrate,1,1,0,0,0
2790,informed,3,3,0,0,0
2791,entire,7,7,0,0,0
2792,full-length,1,1,0,0,0
2793,coat,2,2,0,0,0
2794,tiny,5,5,0,0,0
2795,story,23,22,0,1,0
2796,international,18,18,0,0,0
2797,farming,5,5,0,0,0
2798,trap,4,4,0,0,0
2799,shelf,5,5,0,0,0
2800,raccoon,1,1,0,0,0
2801,mink,1,1,0,0,0
2802,fox,2,2,0,0,0
2803,assure,9,9,0,0,0
2804,imitation,4,4,0,0,0
2805,spokesperson,1,1,0,0,0
2806,customer,28,22,0,6,0
2807,victory,11,11,0,0,0
2808,cruel,2,2,0,0,0
2809,diamond,9,8,0,1,0
2810,investment,7,7,0,0,0
2811,sentence,4,3,0,1,0
2812,salesman,1,1,0,0,0
2813,resell,1,1,0,0,0
2814,profit,8,8,0,0,0
2815,appreciate,7,7,0,0,0
2816,commodity,2,2,0,0,0
2817,gold,3,3,0,0,0
2818,silver,5,5,0,0,0
